"input","output","section_texts"
"IT IS PERMITTED
FOR a local authority in England
TO supply goods and services to any authority or other person (other than a governing body or proprietor within subsection (1))
ONLY IF this is done for assisting them in securing the special educational provision called for by a pupil’s or student’s special educational needs","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/64"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority in England"",
  ""to"": ""supply goods and services to any authority or other person (other than a governing body or proprietor within subsection (1))"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""this is done for assisting them in securing the special educational provision called for by a pupil’s or student’s special educational needs"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/64""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/75"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/35""
  ]
}","[
  ""section-64""
]"
"IT IS OBLIGATORY
FOR the appropriate authority
TO use its best endeavours to secure that the special educational provision called for by the pupil's or student's special educational needs is made
WHEN/IF/WHERE a registered pupil or a student at a school or other institution has special educational needs, in exercising its functions in relation to the school or other institution.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/66"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the appropriate authority"",
  ""to"": ""use its best endeavours to secure that the special educational provision called for by the pupil's or student's special educational needs is made"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a registered pupil or a student at a school or other institution has special educational needs, in exercising its functions in relation to the school or other institution."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/66""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/57"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/29""
  ]
}","[
  ""section-66""
]"
"IT IS OBLIGATORY
FOR the appropriate authority
TO designate a member of staff at the school (to be known as the “SEN co-ordinator”) as having responsibility for co-ordinating the provision for pupils with special educational needs.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/67"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the appropriate authority"",
  ""to"": ""designate a member of staff at the school (to be known as the “SEN co-ordinator”) as having responsibility for co-ordinating the provision for pupils with special educational needs."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/41"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/30""
  ]
}","[
  ""section-67""
]"
"IT IS PERMITTED
FOR Regulations
TO —
(a) require appropriate authorities which are subject to the duty imposed by subsection (2) to ensure that SEN co-ordinators have prescribed qualifications or prescribed experience (or both);
(b) confer other functions relating to SEN co-ordinators on appropriate authorities which are subject to the duty imposed by subsection (2).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/67"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""— (a) require appropriate authorities which are subject to the duty imposed by subsection (2) to ensure that SEN co-ordinators have prescribed qualifications or prescribed experience (or both); (b) confer other functions relating to SEN co-ordinators on appropriate authorities which are subject to the duty imposed by subsection (2)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/44""
  ]
}","[
  ""section-67""
]"
"IT IS OBLIGATORY
FOR the appropriate authority for the school
TO inform the child's parent or the young person that special educational provision is being made for the child or young person.
WHEN/IF/WHERE —
(a) special educational provision is made for a child or young person at a maintained school, a maintained nursery school, an Academy school, an alternative provision Academy or a pupil referral unit, and
(b) no EHC plan is maintained for the child or young person.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/68"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the appropriate authority for the school"",
  ""to"": ""inform the child's parent or the young person that special educational provision is being made for the child or young person."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) special educational provision is made for a child or young person at a maintained school, a maintained nursery school, an Academy school, an alternative provision Academy or a pupil referral unit, and (b) no EHC plan is maintained for the child or young person."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/68""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-68""
]"
"IT IS PERMITTED
FOR Regulations
TO apply any provision of this Part, with or without modifications, to or in relation to a child or young person detained in pursuance of—
(a) an order made by a court, or
(b) an order of recall made by the Secretary of State.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/70"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""apply any provision of this Part, with or without modifications, to or in relation to a child or young person detained in pursuance of— (a) an order made by a court, or (b) an order of recall made by the Secretary of State."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/34""
  ]
}","[
  ""section-70""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO consult the Welsh Ministers
BEFORE making regulations under subsection (3) which will apply any provision of this Part to, or in relation to, a child or young person who is detained in Wales.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/70"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""consult the Welsh Ministers"",
  ""conditions"": [
    {
      ""type"": ""BEFORE"",
      ""text"": ""making regulations under subsection (3) which will apply any provision of this Part to, or in relation to, a child or young person who is detained in Wales."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/70""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/83"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-70""
]"
"IT IS PERMITTED
FOR regulations
TO, For the purposes of this Part, provide for paragraph (a) of the definition of “the home authority” in section 562J(1) of EA 1996 (the home authority of a looked after child) to apply WITH MODIFICATIONS in relation to such provisions of this Part as may be specified in the regulations.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/70"",
  ""type"": ""PERMITTED"",
  ""for"": ""regulations"",
  ""to"": ""For the purposes of this Part, provide for paragraph (a) of the definition of “the home authority” in section 562J(1) of EA 1996 (the home authority of a looked after child) to apply WITH MODIFICATIONS in relation to such provisions of this Part as may be specified in the regulations."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/37"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/83""
  ]
}","[
  ""section-70""
]"
"IT IS PERMITTED
FOR a request to the home authority to secure a detained person's EHC needs assessment for the detained person
TO be made by—
(a) the appropriate person, or
(b) the person in charge of the relevant youth accommodation where the detained person is detained.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""PERMITTED"",
  ""for"": ""a request to the home authority to secure a detained person's EHC needs assessment for the detained person"",
  ""to"": ""be made by— (a) the appropriate person, or (b) the person in charge of the relevant youth accommodation where the detained person is detained."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/31""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the home authority
TO determine whether it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention
WHEN/IF/WHERE this subsection applies
WHEN/IF/WHERE —
(a) a request is made under subsection (2),
(b) the detained person has been brought to the home authority's attention by any person as someone who has or may have special educational needs, or
(c) the detained person has otherwise come to the home authority's attention as someone who has or may have special educational needs.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""determine whether it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""this subsection applies"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) a request is made under subsection (2), (b) the detained person has been brought to the home authority's attention by any person as someone who has or may have special educational needs, or (c) the detained person has otherwise come to the home authority's attention as someone who has or may have special educational needs."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the home authority
TO consult the appropriate person and the person in charge of the relevant youth accommodation
WHEN/IF/WHERE making a determination on the necessity of a detained person’s EHC needs assessment.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""consult the appropriate person and the person in charge of the relevant youth accommodation"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""making a determination on the necessity of a detained person’s EHC needs assessment."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/31"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the home authority
TO notify the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained—
(a) that it is considering securing a detained person's EHC needs assessment for the detained person, and
(b) that the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained each have the right to—
(i) express views to the authority (orally or in writing), and
(ii) submit evidence to the authority
WHEN/IF/WHERE —
(a) the detained person has not been assessed under this section or section 36 during the previous six months, and
(b) the home authority determines that it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""notify the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained— (a) that it is considering securing a detained person's EHC needs assessment for the detained person, and (b) that the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained each have the right to— (i) express views to the authority (orally or in writing), and (ii) submit evidence to the authority"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) the detained person has not been assessed under this section or section 36 during the previous six months, and (b) the home authority determines that it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the home authority
TO secure a detained person's EHC needs assessment
WHEN/IF/WHERE, after having regard to any views expressed and evidence submitted under subsection (8), the authority is of the opinion that—
(a) the detained person has or may have special educational needs, and
(b) it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""secure a detained person's EHC needs assessment"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", after having regard to any views expressed and evidence submitted under subsection (8), the authority is of the opinion that— (a) the detained person has or may have special educational needs, and (b) it may be necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the local authority
TO notify the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained of—
(a) the outcome of the assessment,
(b) whether it proposes to secure that an EHC plan is prepared for the detained person, and
(c) the reasons for that decision
AFTER a detained person's EHC needs assessment has been carried out.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""notify the appropriate person and the person in charge of the relevant youth accommodation where the detained person is detained of— (a) the outcome of the assessment, (b) whether it proposes to secure that an EHC plan is prepared for the detained person, and (c) the reasons for that decision"",
  ""conditions"": [
    {
      ""type"": ""AFTER"",
      ""text"": ""a detained person's EHC needs assessment has been carried out."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-71""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about detained persons' EHC needs assessments, in particular—
(a) about requests under subsection (2);
(b) imposing time limits in relation to consultation under subsection (5);
(c) about giving notice;
(d) about expressing views and submitting evidence under subsection (8);
(e) about how detained persons' EHC needs assessments are to be conducted;
(f) about advice to be obtained in connection with a detained person's EHC needs assessment;
(g) about combining a detained person's EHC needs assessment with other assessments;
(h) about the use for the purposes of a detained person's EHC needs assessment of information obtained as a result of other assessments;
(i) about the use of information obtained as a result of a detained person's EHC needs assessment, including the use of that information for the purposes of other assessments;
(j) about the provision of information, advice and support in connection with a detained person's EHC needs assessment.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about detained persons' EHC needs assessments, in particular— (a) about requests under subsection (2); (b) imposing time limits in relation to consultation under subsection (5); (c) about giving notice; (d) about expressing views and submitting evidence under subsection (8); (e) about how detained persons' EHC needs assessments are to be conducted; (f) about advice to be obtained in connection with a detained person's EHC needs assessment; (g) about combining a detained person's EHC needs assessment with other assessments; (h) about the use for the purposes of a detained person's EHC needs assessment of information obtained as a result of other assessments; (i) about the use of information obtained as a result of a detained person's EHC needs assessment, including the use of that information for the purposes of other assessments; (j) about the provision of information, advice and support in connection with a detained person's EHC needs assessment."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-71""
]"
"IT IS OBLIGATORY
FOR the home authority
TO secure that an EHC plan is prepared for the detained person
WHEN/IF/WHERE, in the light of a detained person's EHC needs assessment, it is necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/72"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""secure that an EHC plan is prepared for the detained person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", in the light of a detained person's EHC needs assessment, it is necessary for special educational provision to be made for the detained person in accordance with an EHC plan on release from detention."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-72""
]"
"IT IS PERMITTED
FOR an appropriate person in relation to a detained person
TO appeal to the First-tier Tribunal against the matters set out in subsection (2)
WHEN/IF/WHERE subject to section 55 (as applied by this section).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""PERMITTED"",
  ""for"": ""an appropriate person in relation to a detained person"",
  ""to"": ""appeal to the First-tier Tribunal against the matters set out in subsection (2)"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""subject to section 55 (as applied by this section)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
  ]
}","[
  ""section-73""
]"
"IT IS PERMITTED
FOR the appropriate person
TO appeal to the First-tier Tribunal under subsection (2)(c)
ONLY IF an EHC plan is first finalised for the detained person in accordance with section 72.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""PERMITTED"",
  ""for"": ""the appropriate person"",
  ""to"": ""appeal to the First-tier Tribunal under subsection (2)(c)"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""an EHC plan is first finalised for the detained person in accordance with section 72."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71""
  ]
}","[
  ""section-73""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about appeals to the First-tier Tribunal in respect of detained persons' EHC needs assessments and EHC plans secured under section 72, in particular about—
(a) making and determining appeals;
(b) the powers of the First-tier Tribunal on determining an appeal;
(c) unopposed appeals.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about appeals to the First-tier Tribunal in respect of detained persons' EHC needs assessments and EHC plans secured under section 72, in particular about— (a) making and determining appeals; (b) the powers of the First-tier Tribunal on determining an appeal; (c) unopposed appeals."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72""
  ]
}","[
  ""section-73""
]"
"IT IS PROHIBITED
FOR a person
TO fail to comply with any requirement—
(a) in respect of the discovery or inspection of documents, or
(b) to attend to give evidence and produce documents,
WHEN/IF/WHERE that requirement is imposed by Tribunal Procedure Rules in relation to an appeal under this section
UNLESS the person has some reasonable excuse.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""PROHIBITED"",
  ""for"": ""a person"",
  ""to"": ""fail to comply with any requirement— (a) in respect of the discovery or inspection of documents, or (b) to attend to give evidence and produce documents,"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""that requirement is imposed by Tribunal Procedure Rules in relation to an appeal under this section"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the person has some reasonable excuse."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/42""
  ]
}","[
  ""section-73""
]"
"IT IS OBLIGATORY
FOR the mediation adviser
TO notify the authority
WHEN/IF/WHERE, by virtue of subsection (7), the appropriate person has informed the mediation adviser that he or she wishes to pursue mediation with the home authority.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the mediation adviser"",
  ""to"": ""notify the authority"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", by virtue of subsection (7), the appropriate person has informed the mediation adviser that he or she wishes to pursue mediation with the home authority."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/55"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/53""
  ]
}","[
  ""section-73""
]"
"IT IS OBLIGATORY
FOR the authority
TO —
(i) arrange for mediation between it and the appropriate person,
(ii) ensure that the mediation is conducted by an independent person, and
(iii) participate in the mediation
WHEN/IF/WHERE, by virtue of subsection (7), the appropriate person has informed the mediation adviser that he or she wishes to pursue mediation with the home authority.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the authority"",
  ""to"": ""— (i) arrange for mediation between it and the appropriate person, (ii) ensure that the mediation is conducted by an independent person, and (iii) participate in the mediation"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": "", by virtue of subsection (7), the appropriate person has informed the mediation adviser that he or she wishes to pursue mediation with the home authority."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/54"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/53""
  ]
}","[
  ""section-73""
]"
"IT IS PERMITTED
FOR Regulations under section 56
TO make provision for the purposes of subsections (7) and (8) of this section, and accordingly section 56 has effect for those purposes with the following modifications—
(a) the references in subsection (1) to commissioning bodies are to be ignored;
(b) the reference in subsection (1)(e) to a child's parent is to be read as a reference to the parent of a detained person who is a child;
(c) the reference in subsection (1)(f) to the child's parent or young person is to be read as a reference to the appropriate person;
(d) in subsection (3), paragraphs (b) and (c) are to be ignored;
(e) subsection (4) is to be ignored.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations under section 56"",
  ""to"": ""make provision for the purposes of subsections (7) and (8) of this section, and accordingly section 56 has effect for those purposes with the following modifications— (a) the references in subsection (1) to commissioning bodies are to be ignored; (b) the reference in subsection (1)(e) to a child's parent is to be read as a reference to the parent of a detained person who is a child; (c) the reference in subsection (1)(f) to the child's parent or young person is to be read as a reference to the appropriate person; (d) in subsection (3), paragraphs (b) and (c) are to be ignored; (e) subsection (4) is to be ignored."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/72"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/80""
  ]
}","[
  ""section-73""
]"
"IT IS OBLIGATORY
FOR the home authority
TO keep the EHC plan
WHEN/IF/WHERE the person is detained in relevant youth accommodation.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""keep the EHC plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the person is detained in relevant youth accommodation."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/71"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/70""
  ]
}","[
  ""section-74""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about the keeping of EHC plans under subsection (2), and the disclosure of such plans.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about the keeping of EHC plans under subsection (2), and the disclosure of such plans."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/37"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-74""
]"
"IT IS OBLIGATORY
FOR the home authority
TO arrange appropriate special educational provision for the detained person
WHEN/IF/WHERE he or she is detained in relevant youth accommodation.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the home authority"",
  ""to"": ""arrange appropriate special educational provision for the detained person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""he or she is detained in relevant youth accommodation."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/35""
  ]
}","[
  ""section-74""
]"
"IT IS OBLIGATORY
FOR the detained person's health services commissioner
TO arrange appropriate health care provision for the detained person
WHEN/IF/WHERE the EHC plan specifies health care provision 
WHEN/IF/WHERE he or she is detained in relevant youth accommodation.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the detained person's health services commissioner"",
  ""to"": ""arrange appropriate health care provision for the detained person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the EHC plan specifies health care provision"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""he or she is detained in relevant youth accommodation."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/74""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/42"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-74""
]"
"IT IS PERMITTED
FOR a local authority in England
TO supply goods and services to any authority or person making special educational provision for a detained person 
ONLY IF this is done for assisting in the performance of the duty to arrange appropriate special educational provision under section 74 ON such terms and conditions, including payment, as the authority thinks fit.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/75"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority in England"",
  ""to"": ""supply goods and services to any authority or person making special educational provision for a detained person"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""this is done for assisting in the performance of the duty to arrange appropriate special educational provision under section 74 ON such terms and conditions, including payment, as the authority thinks fit."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/75""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/64"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/74""
  ]
}","[
  ""section-75""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO exercise the powers listed in subsection (2) with a view to securing, in particular, the provision of special needs information which the Secretary of State thinks would be likely to assist the Secretary of State or others in improving the well-being of—
(a) children in England with special educational needs, and
(b) young people aged under 19 in England with special educational needs.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/76"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""exercise the powers listed in subsection (2) with a view to securing, in particular, the provision of special needs information which the Secretary of State thinks would be likely to assist the Secretary of State or others in improving the well-being of— (a) children in England with special educational needs, and (b) young people aged under 19 in England with special educational needs."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/22""
  ]
}","[
  ""section-76""
]"
